"x"	"y"	"z"	"r"	"g"	"b"	"a"
"962"	-0.28951	0.0292818	0.562824	115	115	107	255
"963"	-0.235913	0.0250853	0.603954	61	63	53	255
"964"	-0.235323	0.0253493	0.610931	69	67	56	255
"965"	-0.232908	0.025019	0.609798	80	73	62	255
"966"	-0.200104	0.0200833	0.584968	146	133	86	255
"967"	-0.196487	0.0192791	0.576758	145	131	88	255
"968"	-0.193645	0.018756	0.572596	142	132	91	255
"969"	-0.191365	0.0184415	0.57147	136	125	92	255
"970"	-0.18998	0.0184698	0.5754	114	102	73	255
"971"	-0.162547	0.01264	0.518817	147	131	87	255
"972"	-0.159677	0.0120185	0.512652	143	127	84	255
"973"	-0.157285	0.0115956	0.509516	94	78	44	255
"974"	-0.1552	0.0113038	0.5084	137	125	94	255
"975"	-0.153548	0.0112056	0.510313	131	119	90	255
"976"	-0.152447	0.0113622	0.516261	101	89	62	255
"977"	-0.151863	0.0117699	0.526244	91	81	56	255
"978"	-0.149741	0.0114738	0.525126	107	98	75	255
"979"	-0.147624	0.0111783	0.524009	55	44	21	255
"980"	-0.145642	0.0109462	0.5239	79	67	40	255
"981"	-0.143914	0.0108389	0.525809	64	52	23	255
"982"	-0.129189	0.0105889	0.556048	152	143	104	255
"983"	-0.126615	0.0100492	0.550899	144	134	97	255
"984"	-0.124359	0.00968954	0.548773	108	101	70	255
"985"	-0.123482	0.0136312	0.633849	136	128	101	255
"986"	-0.11206	0.010864	0.60318	150	140	99	255
"987"	-0.109853	0.010605	0.603059	147	136	98	255
"988"	-0.107645	0.0103459	0.602938	130	119	84	255
"989"	-0.292084	0.0269502	0.55095	103	107	100	255
"990"	-0.288792	0.026384	0.546764	102	103	97	255
"991"	-0.287409	0.0263106	0.548691	97	96	90	255
"992"	-0.287261	0.0265615	0.554692	92	89	82	255
"993"	-0.237776	0.0233958	0.611068	65	67	57	255
"994"	-0.235812	0.0232104	0.611962	67	65	54	255
"995"	-0.233618	0.0229534	0.611842	68	59	48	255
"996"	-0.199793	0.0177347	0.581948	148	135	88	255
"997"	-0.196553	0.0170861	0.575762	148	134	90	255
"998"	-0.193713	0.016574	0.571601	139	126	88	255
"999"	-0.191436	0.0162624	0.570475	134	122	89	255
"1000"	-0.190054	0.01628	0.574405	114	100	83	255
"1001"	-0.188161	0.0172244	0.600339	146	135	102	255
"1002"	-0.186822	0.0172919	0.605273	152	139	102	255
"1003"	-0.163244	0.0108517	0.521862	152	137	90	255
"1004"	-0.160364	0.0102453	0.515695	144	126	83	255
"1005"	-0.157666	0.00970489	0.51054	93	76	38	255
"1006"	-0.155431	0.0093534	0.508415	140	125	95	255
"1007"	-0.15421	0.00943458	0.513355	126	113	84	255
"1008"	-0.15279	0.0100755	0.531304	95	85	58	255
"1009"	-0.150249	0.00959829	0.527159	124	116	91	255
"1010"	-0.147994	0.00924434	0.525033	55	45	20	255
"1011"	-0.146399	0.00919193	0.52795	92	80	53	255
"1012"	-0.129437	0.00850379	0.556063	149	140	99	255
"1013"	-0.126961	0.00803405	0.551922	138	128	91	255
"1014"	-0.124702	0.00767935	0.549795	113	106	75	255
"1015"	-0.112399	0.00870146	0.604202	149	140	99	255
"1016"	-0.110189	0.00844197	0.604081	144	134	97	255
"1017"	-0.293285	0.0251525	0.554022	80	84	77	255
"1018"	-0.289984	0.024596	0.549835	97	101	94	255
"1019"	-0.287334	0.0242002	0.547687	99	98	92	255
"1020"	-0.287504	0.0245139	0.554707	90	89	83	255
"1021"	-0.238038	0.0211857	0.611084	73	73	63	255
"1022"	-0.235848	0.0209288	0.610964	75	71	60	255
"1023"	-0.233657	0.0206719	0.610844	90	82	65	255
"1024"	-0.232595	0.022526	0.657855	177	163	129	255
"1025"	-0.23007	0.0221878	0.656715	142	131	96	255
"1026"	-0.200047	0.015595	0.581964	145	131	87	255
"1027"	-0.196806	0.0149624	0.575778	145	131	87	255
"1028"	-0.194148	0.0145245	0.572628	135	124	79	255
"1029"	-0.191868	0.0142152	0.571502	111	102	57	255
"1030"	-0.190663	0.0142846	0.576443	108	98	63	255
"1031"	-0.188081	0.0149081	0.598334	146	135	104	255
"1032"	-0.186749	0.0149626	0.603268	144	130	97	255
"1033"	-0.1844	0.0146451	0.602138	129	112	72	255
"1034"	-0.16348	0.00886658	0.521877	151	137	94	255
"1035"	-0.160598	0.00827621	0.51571	150	136	95	255
"1036"	-0.158047	0.0078087	0.511564	97	82	45	255
"1037"	-0.155956	0.00752141	0.510449	141	128	99	255
"1038"	-0.154731	0.00758831	0.515389	128	116	89	255
"1039"	-0.151029	0.00782784	0.53121	138	130	105	255
"1040"	-0.148364	0.00730486	0.526056	120	110	85	255
"1041"	-0.146767	0.00724389	0.528973	42	33	3	255
"1042"	-0.129788	0.00647276	0.557086	147	138	97	255
"1043"	-0.127308	0.00601339	0.552944	137	128	89	255
"1044"	-0.125143	0.00571723	0.551824	114	108	74	255
"1045"	-0.125056	0.00856879	0.619919	134	127	97	255
"1046"	-0.112357	0.00627811	0.600196	149	140	101	255
"1047"	-0.11001	0.00591829	0.598064	126	116	81	255
"1048"	-0.290543	0.0226386	0.550869	96	100	93	255
"1049"	-0.287259	0.0220951	0.546684	102	103	97	255
"1050"	-0.28431	0.0216302	0.543518	96	95	89	255
"1051"	-0.257773	0.0202387	0.586129	101	102	96	255
"1052"	-0.255912	0.0200595	0.587029	99	100	94	255
"1053"	-0.238301	0.0189754	0.611101	70	71	59	255
"1054"	-0.235429	0.0185205	0.607939	67	64	50	255
"1055"	-0.234144	0.018527	0.611875	81	75	58	255
"1056"	-0.23224	0.0199957	0.654834	179	165	131	255
"1057"	-0.230347	0.0198523	0.656733	151	140	105	255
"1058"	-0.229881	0.0201518	0.665721	143	130	93	255
"1059"	-0.197992	0.013145	0.580852	146	132	88	255
"1060"	-0.194951	0.0125915	0.575679	144	133	88	255
"1061"	-0.192844	0.0123444	0.575563	122	113	68	255
"1062"	-0.191631	0.0123989	0.580504	105	95	58	255
"1063"	-0.187178	0.0128211	0.604295	147	133	99	255
"1064"	-0.184661	0.0124472	0.602155	135	118	78	255
"1065"	-0.163406	0.00676634	0.519872	143	131	88	255
"1066"	-0.160832	0.00630701	0.515725	145	130	92	255
"1067"	-0.158429	0.00590702	0.512589	113	100	63	255
"1068"	-0.156481	0.00567852	0.512482	135	123	94	255
"1069"	-0.155253	0.00573114	0.517422	134	122	93	255
"1070"	-0.151404	0.00586982	0.532233	141	131	104	255
"1071"	-0.149401	0.00563477	0.532124	145	135	108	255
"1072"	-0.147397	0.00539966	0.532014	71	61	34	255
"1073"	-0.130243	0.00448772	0.559116	150	140	97	255
"1074"	-0.127756	0.00403841	0.554974	135	126	87	255
"1075"	-0.125782	0.00384592	0.555867	100	92	57	255
"1076"	-0.126947	0.00720823	0.638051	116	109	78	255
"1077"	-0.112389	0.00392463	0.597195	149	139	104	255
"1078"	-0.293327	0.0211934	0.559036	96	100	93	255
"1079"	-0.28876	0.0203636	0.550774	112	113	107	255
"1080"	-0.285487	0.0198321	0.546589	102	103	97	255
"1081"	-0.280995	0.0190112	0.538331	98	99	93	255
"1082"	-0.257241	0.0178981	0.583098	100	101	95	255
"1083"	-0.25487	0.017583	0.581966	101	98	92	255
"1084"	-0.253787	0.0176021	0.585913	109	105	94	255
"1085"	-0.238103	0.0166379	0.609089	67	67	57	255
"1086"	-0.235691	0.0163181	0.607956	76	72	61	255
"1087"	-0.234182	0.0162507	0.610877	95	91	75	255
"1088"	-0.232517	0.0176656	0.654851	190	178	149	255
"1089"	-0.230624	0.0175166	0.65675	160	149	118	255
"1090"	-0.229132	0.0174879	0.660675	158	146	113	255
"1091"	-0.198994	0.0112419	0.584915	145	133	90	255
"1092"	-0.19631	0.010817	0.581764	145	133	92	255
"1093"	-0.193642	0.0103941	0.578613	139	129	92	255
"1094"	-0.192243	0.0103763	0.582542	97	86	53	255
"1095"	-0.184922	0.0102491	0.602171	150	133	93	255
"1096"	-0.182251	0.00982583	0.59902	167	150	110	255
"1097"	-0.162246	0.00429326	0.510797	146	132	91	255
"1098"	-0.161523	0.00450116	0.518769	147	134	96	255
"1099"	-0.158811	0.00399986	0.513613	128	114	80	255
"1100"	-0.157008	0.00382474	0.514516	127	115	86	255
"1101"	-0.155487	0.00375601	0.517437	131	119	90	255
"1102"	-0.150145	0.00327525	0.52115	141	131	104	255
"1103"	-0.149773	0.00367079	0.533148	139	129	102	255
"1104"	-0.147505	0.00333131	0.53102	92	83	53	255
"1105"	-0.146273	0.00340617	0.536962	53	44	14	255
"1106"	-0.130595	0.00244297	0.560138	148	138	95	255
"1107"	-0.128104	0.00200402	0.555996	129	119	82	255
"1108"	-0.126128	0.00180838	0.556889	103	94	61	255
"1109"	-0.127039	0.0048058	0.636056	119	112	82	255
"1110"	-0.112572	0.00167856	0.596206	142	131	98	255
"1111"	-0.289632	0.0184686	0.552826	97	101	94	255
"1112"	-0.286978	0.0180884	0.550678	107	108	102	255
"1113"	-0.284956	0.0178502	0.550567	93	94	88	255
"1114"	-0.283549	0.017752	0.552493	90	91	85	255
"1115"	-0.258018	0.0158969	0.585145	97	98	92	255
"1116"	-0.254863	0.0153907	0.580966	98	102	95	255
"1117"	-0.252756	0.0151431	0.580851	115	111	101	255
"1118"	-0.238364	0.014433	0.609106	81	81	73	255
"1119"	-0.235952	0.0141157	0.607972	81	77	67	255
"1120"	-0.233094	0.0136784	0.604811	109	106	92	255
"1121"	-0.231319	0.0152977	0.658794	168	156	127	255
"1122"	-0.229204	0.0150831	0.659679	157	145	114	255
"1123"	-0.196933	0.00878783	0.583803	151	138	100	255
"1124"	-0.194259	0.00837217	0.580652	148	137	104	255
"1125"	-0.192318	0.00817804	0.581547	125	113	84	255
"1126"	-0.184519	0.00783755	0.598145	143	133	92	255
"1127"	-0.182511	0.00763561	0.599037	135	123	82	255
"1128"	-0.162368	0.00273079	0.522823	147	134	96	255
"1129"	-0.159494	0.00219013	0.516657	133	121	88	255
"1130"	-0.157241	0.00185778	0.51453	117	105	78	255
"1131"	-0.155866	0.00183164	0.518461	134	122	95	255
"1132"	-0.15028	0.00175088	0.53518	142	132	105	255
"1133"	-0.147875	0.00136678	0.532044	116	106	79	255
"1134"	-0.146514	0.00137602	0.536977	67	58	28	255
"1135"	-0.130843	0.000346627	0.560154	148	138	95	255
"1136"	-0.128351	-8.16435e-05	0.556012	121	113	78	255
"1137"	-0.126573	-0.000189211	0.558919	106	99	68	255
"1138"	-0.128949	0.00245879	0.629152	106	99	68	255
"1139"	-0.127494	0.00259215	0.638086	113	106	76	255
"1140"	-0.115261	-0.000132121	0.59936	147	137	102	255
"1141"	-0.112987	-0.000433415	0.598234	139	128	95	255
"1142"	-0.29177	0.0168358	0.558954	103	106	102	255
"1143"	-0.288786	0.0163911	0.555786	102	106	99	255
"1144"	-0.286439	0.0160836	0.554656	105	106	100	255
"1145"	-0.28379	0.0157095	0.552508	93	90	83	255
"1146"	-0.256414	0.0135737	0.586061	105	109	102	255
"1147"	-0.254037	0.013263	0.584929	108	104	94	255
"1148"	-0.252938	0.0132581	0.588875	109	105	94	255
"1149"	-0.238395	0.0121697	0.608108	85	84	78	255
"1150"	-0.235985	0.0118553	0.606975	92	87	80	255
"1151"	-0.230969	0.0127894	0.655772	156	144	115	255
"1152"	-0.228656	0.0125176	0.655646	153	140	111	255
"1153"	-0.197373	0.00669492	0.584831	147	134	97	255
"1154"	-0.194512	0.00623434	0.580668	146	135	104	255
"1155"	-0.192392	0.00598512	0.580552	134	122	93	255
"1156"	-0.182607	0.00539498	0.598043	148	135	97	255
"1157"	-0.180597	0.00518981	0.598934	141	126	88	255
"1158"	-0.162909	0.000840601	0.524858	147	134	96	255
"1159"	-0.159577	0.000169083	0.515662	141	129	98	255
"1160"	-0.157326	-0.000157692	0.513536	112	99	75	255
"1161"	-0.155955	-0.000194483	0.517466	107	94	70	255
"1162"	-0.150753	-0.000650562	0.522189	143	131	104	255
"1163"	-0.15052	-0.000273641	0.535195	143	131	104	255
"1164"	-0.148114	-0.000649784	0.532059	115	106	76	255
"1165"	-0.146754	-0.000654202	0.536992	86	77	47	255
"1166"	-0.131196	-0.00170641	0.561177	147	139	95	255
"1167"	-0.128598	-0.00216739	0.556027	117	109	74	255
"1168"	-0.127118	-0.00215495	0.561955	108	101	70	255
"1169"	-0.130345	0.000680577	0.641248	108	101	70	255
"1170"	-0.117137	-0.00236557	0.592454	149	140	101	255
"1171"	-0.115603	-0.00229749	0.600382	144	134	99	255
"1172"	-0.112627	-0.0029585	0.590204	128	118	83	255
"1173"	-0.289341	0.0144059	0.55682	91	95	88	255
"1174"	-0.286992	0.0141007	0.55569	101	102	96	255
"1175"	-0.283415	0.0135377	0.550487	107	104	97	255
"1176"	-0.281393	0.0132994	0.550376	97	93	83	255
"1177"	-0.254547	0.0111854	0.585961	111	110	104	255
"1178"	-0.252428	0.010936	0.585845	113	113	105	255
"1179"	-0.251569	0.0109766	0.590805	106	103	96	255
"1180"	-0.238887	0.0100228	0.609139	105	104	98	255
"1181"	-0.236474	0.00971061	0.608005	91	88	81	255
"1182"	-0.231036	0.0104033	0.654777	150	143	123	255
"1183"	-0.228312	0.0100262	0.652625	149	140	119	255
"1184"	-0.224578	0.00938864	0.64541	138	127	104	255
"1185"	-0.197813	0.00459655	0.585858	145	131	97	255
"1186"	-0.194948	0.00414627	0.581695	144	132	103	255
"1187"	-0.192465	0.00379753	0.579556	139	127	100	255
"1188"	-0.18875	0.00310554	0.57034	114	102	75	255
"1189"	-0.181017	0.00304659	0.599961	149	135	94	255
"1190"	-0.178999	0.00283756	0.600851	135	120	82	255
"1191"	-0.163911	-0.000921361	0.529922	146	133	96	255
"1192"	-0.160112	-0.00170846	0.517696	144	131	102	255
"1193"	-0.157707	-0.00207635	0.51456	124	111	88	255
"1194"	-0.156189	-0.00216984	0.517481	120	106	86	255
"1195"	-0.150851	-0.00268435	0.521195	144	132	105	255
"1196"	-0.151163	-0.00216575	0.538237	144	132	103	255
"1197"	-0.148616	-0.00257872	0.534092	121	109	80	255
"1198"	-0.146865	-0.00272803	0.535999	87	78	48	255
"1199"	-0.131444	-0.00380562	0.561193	150	141	100	255
"1200"	-0.128947	-0.00421285	0.55705	111	103	68	255
"1201"	-0.127765	-0.00409694	0.565998	112	106	72	255
"1202"	-0.130713	-0.00159624	0.642272	107	101	67	255
"1203"	-0.118563	-0.0040184	0.606555	147	137	100	255
"1204"	-0.115944	-0.00446835	0.601404	133	125	90	255
"1205"	-0.287546	0.0121124	0.556724	96	100	93	255
"1206"	-0.283964	0.0115625	0.55152	108	105	98	255
"1207"	-0.281634	0.0112621	0.550391	90	86	75	255
"1208"	-0.253769	0.00882265	0.581914	103	104	98	255
"1209"	-0.253446	0.00896375	0.588907	109	108	102	255
"1210"	-0.251824	0.00882385	0.590821	99	98	92	255
"1211"	-0.239148	0.00781769	0.609155	104	103	97	255
"1212"	-0.236734	0.00750799	0.608021	104	101	94	255
"1213"	-0.230892	0.00797214	0.652768	52	49	33	255
"1214"	-0.228587	0.00770091	0.652642	43	39	23	255
"1215"	-0.227713	0.00777725	0.659604	108	102	85	255
"1216"	-0.198253	0.0024927	0.586886	136	125	90	255
"1217"	-0.195202	0.00200561	0.581711	137	125	96	255
"1218"	-0.192718	0.0016621	0.579572	137	125	98	255
"1219"	-0.192021	0.00178491	0.587546	123	110	86	255
"1220"	-0.174579	-0.000318959	0.584588	143	126	88	255
"1221"	-0.163688	-0.00305976	0.526907	178	163	126	255
"1222"	-0.1611	-0.0034668	0.522759	185	173	142	255
"1223"	-0.158236	-0.00395743	0.516594	134	121	97	255
"1224"	-0.156568	-0.00410253	0.518505	98	83	68	255
"1225"	-0.151539	-0.00415706	0.539261	147	136	105	255
"1226"	-0.148988	-0.00455969	0.535115	124	113	82	255
"1227"	-0.147235	-0.00471487	0.537022	116	105	74	255
"1228"	-0.131407	-0.00650156	0.53916	148	139	98	255
"1229"	-0.131588	-0.00594289	0.560201	148	139	98	255
"1230"	-0.129297	-0.00626379	0.558073	120	112	77	255
"1231"	-0.128514	-0.00602331	0.571049	104	96	61	255
"1232"	-0.130575	-0.0046803	0.614225	104	96	61	255
"1233"	-0.130799	-0.00398869	0.640276	104	96	61	255
"1234"	-0.118659	-0.00631416	0.60456	146	136	99	255
"1235"	-0.284205	0.00952256	0.551536	100	100	90	255
"1236"	-0.281568	0.00916593	0.549388	95	93	82	255
"1237"	-0.254722	0.00702827	0.592985	105	109	102	255
"1238"	-0.251825	0.00661846	0.589822	104	105	99	255
"1239"	-0.250195	0.00647208	0.591735	98	98	88	255
"1240"	-0.239486	0.00541603	0.600162	105	106	100	255
"1241"	-0.239177	0.00556238	0.608157	100	99	93	255
"1242"	-0.236766	0.00525554	0.607024	106	103	96	255
"1243"	-0.228856	0.00512344	0.641642	113	112	106	255
"1244"	-0.229277	0.00547009	0.654685	114	114	106	255
"1245"	-0.227376	0.00529194	0.656584	113	111	101	255
"1246"	-0.198508	0.000338662	0.586902	129	124	103	255
"1247"	-0.195638	-9.06661e-05	0.582739	132	127	106	255
"1248"	-0.193332	-0.000385135	0.581611	132	127	107	255
"1249"	-0.193166	-0.000153296	0.592618	118	111	90	255
"1250"	-0.194695	0.000506505	0.613733	114	103	80	255
"1251"	-0.193693	0.000548508	0.620689	115	102	78	255
"1252"	-0.169311	-0.00362518	0.562269	155	138	100	255
"1253"	-0.162998	-0.00500829	0.533882	151	136	99	255
"1254"	-0.159361	-0.00568802	0.522666	158	147	109	255
"1255"	-0.15724	-0.00596064	0.521548	97	85	56	255
"1256"	-0.152049	-0.00611508	0.541294	158	149	110	255
"1257"	-0.149492	-0.00650768	0.537148	132	122	87	255
"1258"	-0.147475	-0.0067453	0.537037	109	98	67	255
"1259"	-0.133921	-0.00779385	0.560331	148	138	97	255
"1260"	-0.13173	-0.00807479	0.559209	147	138	99	255
"1261"	-0.12975	-0.00828524	0.560102	124	114	79	255
"1262"	-0.129367	-0.00794216	0.577107	109	101	66	255
"1263"	-0.132595	-0.00630568	0.632365	124	114	79	255
"1264"	-0.121303	-0.00820721	0.606709	145	135	98	255
"1265"	-0.118921	-0.00853369	0.604576	143	133	98	255
"1266"	-0.284137	0.0074261	0.550532	99	99	89	255
"1267"	-0.280582	0.00690641	0.54533	101	99	89	255
"1268"	-0.252839	0.00461813	0.592884	97	98	92	255
"1269"	-0.2502	0.00426682	0.590736	114	112	102	255
"1270"	-0.249058	0.00421257	0.59468	104	102	91	255
"1271"	-0.241385	0.0035693	0.607279	101	102	96	255
"1272"	-0.238974	0.00326501	0.606145	105	102	95	255
"1273"	-0.236568	0.00296133	0.605012	119	116	109	255
"1274"	-0.229345	0.00309469	0.653689	101	102	96	255
"1275"	-0.226627	0.00273423	0.651537	120	117	110	255
"1276"	-0.198576	-0.0018575	0.585906	39	36	20	255
"1277"	-0.196442	-0.00210891	0.585789	35	33	15	255
"1278"	-0.194128	-0.00240179	0.584661	38	36	18	255
"1279"	-0.194136	-0.00215966	0.596679	96	90	73	255
"1280"	-0.195661	-0.00155799	0.617794	109	99	80	255
"1281"	-0.194132	-0.00165776	0.621716	113	102	79	255
"1282"	-0.191389	-0.00204124	0.618562	148	135	111	255
"1283"	-0.170175	-0.00556607	0.566324	139	124	87	255
"1284"	-0.163691	-0.0069129	0.536926	154	139	101	255
"1285"	-0.160191	-0.00752638	0.526719	144	134	91	255
"1286"	-0.157913	-0.00783502	0.524592	109	98	67	255
"1287"	-0.155561	-0.00758981	0.550501	149	138	105	255
"1288"	-0.152561	-0.00808397	0.543327	155	147	102	255
"1289"	-0.149998	-0.00846653	0.53918	133	123	88	255
"1290"	-0.147845	-0.00874035	0.538061	97	86	53	255
"1291"	-0.134494	-0.00979175	0.563369	147	136	98	255
"1292"	-0.132083	-0.0101362	0.560232	149	139	102	255
"1293"	-0.130617	-0.0101886	0.566161	122	111	78	255
"1294"	-0.131428	-0.00951033	0.595248	122	111	78	255
"1295"	-0.133159	-0.00850278	0.635402	122	111	78	255
"1296"	-0.121044	-0.0106142	0.600688	147	136	103	255
"1297"	-0.118761	-0.0109034	0.599562	130	119	88	255
"1298"	-0.250956	0.00220767	0.592783	108	108	98	255
"1299"	-0.248321	0.00186222	0.590635	111	109	99	255
"1300"	-0.247415	0.00184207	0.595593	95	93	82	255
"1301"	-0.24141	0.00132454	0.606281	106	103	97	255
"1302"	-0.238769	0.00097838	0.604133	103	107	99	255
"1303"	-0.236827	0.000766668	0.605028	122	118	108	255
"1304"	-0.229204	0.00068276	0.651681	98	104	97	255
"1305"	-0.226491	0.00032815	0.649529	119	115	105	255
"1306"	-0.220747	-0.00064398	0.632189	127	105	99	255
"1307"	-0.197249	-0.0041434	0.58884	94	95	89	255
"1308"	-0.194744	-0.00447343	0.5867	110	110	102	255
"1309"	-0.194751	-0.00426449	0.598718	110	106	96	255
"1310"	-0.195573	-0.00387271	0.615788	106	102	88	255
"1311"	-0.194398	-0.00390726	0.621733	106	100	84	255
"1312"	-0.191142	-0.00439519	0.615546	111	103	86	255
"1313"	-0.163931	-0.00893951	0.536941	156	145	114	255
"1314"	-0.16162	-0.00924665	0.534811	141	132	102	255
"1315"	-0.160346	-0.00931026	0.539749	134	122	93	255
"1316"	-0.161776	-0.00872539	0.563863	125	113	84	255
"1317"	-0.155805	-0.00965502	0.550517	147	136	103	255
"1318"	-0.15321	-0.0100304	0.546369	148	138	103	255
"1319"	-0.150637	-0.0104032	0.542222	146	136	101	255
"1320"	-0.148215	-0.0107409	0.539085	104	93	60	255
"1321"	-0.145682	-0.0111091	0.53494	136	125	94	255
"1322"	-0.135069	-0.0118059	0.566406	147	136	99	255
"1323"	-0.132649	-0.0121434	0.56327	146	136	101	255
"1324"	-0.131487	-0.0121244	0.572219	131	120	87	255
"1325"	-0.132896	-0.0113513	0.607349	131	120	87	255
"1326"	-0.133627	-0.0107451	0.637433	131	120	87	255
"1327"	-0.123863	-0.0124517	0.604851	148	137	104	255
"1328"	-0.121392	-0.0127952	0.601711	144	133	102	255
"1329"	-0.117922	-0.0134647	0.586499	123	110	87	255
"1330"	-0.277949	0.00253502	0.548194	90	86	75	255
"1331"	-0.248326	-0.000334859	0.589636	103	103	93	255
"1332"	-0.24595	-0.000629902	0.588505	102	100	89	255
"1333"	-0.245281	-0.00062136	0.594477	97	93	82	255
"1334"	-0.241199	-0.00095721	0.604268	117	114	107	255
"1335"	-0.238795	-0.00125548	0.603135	110	106	96	255
"1336"	-0.236626	-0.00151144	0.603016	134	130	120	255
"1337"	-0.229478	-0.00164005	0.651698	101	107	100	255
"1338"	-0.226764	-0.00198945	0.649546	121	119	109	255
"1339"	-0.225076	-0.00214485	0.652458	125	123	113	255
"1340"	-0.197688	-0.00626681	0.589868	108	112	105	255
"1341"	-0.194998	-0.00662795	0.586716	96	98	90	255
"1342"	-0.194651	-0.006523	0.596712	99	97	87	255
"1343"	-0.196189	-0.00603509	0.617827	102	98	87	255
"1344"	-0.195184	-0.00605157	0.624783	98	94	80	255
"1345"	-0.192944	-0.00631586	0.62466	134	130	116	255
"1346"	-0.163561	-0.0110963	0.532917	133	127	102	255
"1347"	-0.163055	-0.0110102	0.542904	149	143	118	255
"1348"	-0.162935	-0.0108347	0.555917	136	128	103	255
"1349"	-0.165771	-0.010004	0.590123	149	141	116	255
"1350"	-0.155632	-0.0118132	0.547505	147	138	108	255
"1351"	-0.153453	-0.012085	0.546384	143	134	103	255
"1352"	-0.151012	-0.0124168	0.543246	139	130	99	255
"1353"	-0.148456	-0.0127768	0.5391	115	106	75	255
"1354"	-0.147329	-0.0128077	0.546049	123	114	83	255
"1355"	-0.135537	-0.0138639	0.568437	145	134	99	255
"1356"	-0.133217	-0.0141668	0.566307	143	132	99	255
"1357"	-0.132465	-0.014066	0.579285	131	120	89	255
"1358"	-0.133766	-0.0134165	0.613407	131	120	89	255
"1359"	-0.134194	-0.012972	0.640471	131	120	89	255
"1360"	-0.124125	-0.0146711	0.604867	144	132	103	255
"1361"	-0.121566	-0.0150316	0.600721	137	125	96	255
"1362"	-0.279699	0.000740442	0.5533	77	73	59	255
"1363"	-0.27767	0.000500746	0.553189	103	96	83	255
"1364"	-0.247834	-0.00260902	0.586607	106	107	101	255
"1365"	-0.246204	-0.00277786	0.588521	101	101	91	255
"1366"	-0.244319	-0.00298857	0.589419	107	105	95	255
"1367"	-0.245318	-0.00271669	0.602493	108	104	94	255
"1368"	-0.241222	-0.00318855	0.60327	109	104	93	255
"1369"	-0.238588	-0.00352329	0.601123	119	115	101	255
"1370"	-0.228082	-0.00425478	0.643612	105	106	100	255
"1371"	-0.22745	-0.00423474	0.651589	108	108	100	255
"1372"	-0.225351	-0.00447076	0.652476	116	116	106	255
"1373"	-0.198312	-0.00836202	0.591907	106	110	103	255
"1374"	-0.195617	-0.00871585	0.588755	99	100	94	255
"1375"	-0.194729	-0.00873774	0.595717	102	99	92	255
"1376"	-0.19557	-0.00843715	0.612788	103	99	88	255
"1377"	-0.194755	-0.00843876	0.620755	96	92	81	255
"1378"	-0.191669	-0.00886226	0.615579	134	130	119	255
"1379"	-0.164409	-0.0129928	0.536971	70	66	49	255
"1380"	-0.164494	-0.012817	0.550997	64	61	41	255
"1381"	-0.164798	-0.0125917	0.567037	73	68	48	255
"1382"	-0.167038	-0.0119721	0.597205	73	68	48	255
"1383"	-0.155875	-0.0138704	0.54752	100	94	69	255
"1384"	-0.153832	-0.0141116	0.547408	138	133	102	255
"1385"	-0.151521	-0.0144082	0.545279	135	130	100	255
"1386"	-0.148958	-0.0147582	0.541132	112	107	77	255
"1387"	-0.146801	-0.0150247	0.540013	121	114	84	255
"1388"	-0.136115	-0.0159079	0.571475	141	130	95	255
"1389"	-0.134107	-0.0161332	0.572367	141	130	99	255
"1390"	-0.133551	-0.0160213	0.587359	127	116	85	255
"1391"	-0.134334	-0.0155855	0.616445	127	116	85	255
"1392"	-0.134664	-0.0152388	0.642502	112	101	70	255
"1393"	-0.127342	-0.0164468	0.613058	138	129	98	255
"1394"	-0.124659	-0.0168229	0.607903	143	131	102	255
"1395"	-0.12209	-0.0171736	0.603757	137	128	98	255
"1396"	-0.281756	-0.00103622	0.559423	53	49	35	255
"1397"	-0.27941	-0.00132244	0.558293	58	51	38	255
"1398"	-0.276477	-0.0016964	0.555128	103	99	85	255
"1399"	-0.247442	-0.00477303	0.592596	100	101	95	255
"1400"	-0.244816	-0.00510152	0.59045	105	102	95	255
"1401"	-0.243406	-0.00524089	0.593377	111	109	99	255
"1402"	-0.242218	-0.00534491	0.597318	136	132	121	255
"1403"	-0.240301	-0.00556231	0.598214	118	114	100	255
"1404"	-0.238612	-0.00574373	0.600125	119	112	99	255
"1405"	-0.228343	-0.00645739	0.654645	103	104	98	255
"1406"	-0.225829	-0.00676354	0.653506	114	116	106	255
"1407"	-0.198753	-0.010499	0.592935	105	109	102	255
"1408"	-0.196236	-0.0108146	0.590794	106	107	101	255
"1409"	-0.195166	-0.0108865	0.596744	111	108	101	255
"1410"	-0.195833	-0.0106623	0.612805	110	106	96	255
"1411"	-0.194845	-0.0107153	0.619761	100	96	85	255
"1412"	-0.192104	-0.0110665	0.616606	130	127	113	255
"1413"	-0.165106	-0.0149381	0.540016	94	96	86	255
"1414"	-0.165188	-0.0148013	0.554041	96	97	85	255
"1415"	-0.165489	-0.0146203	0.570082	91	92	80	255
"1416"	-0.167441	-0.0141352	0.59823	88	87	73	255
"1417"	-0.161002	-0.0151687	0.567833	80	77	61	255
"1418"	-0.156396	-0.0158765	0.549554	80	79	65	255
"1419"	-0.154348	-0.0161185	0.549441	57	56	40	255
"1420"	-0.151628	-0.0164853	0.544285	56	54	36	255
"1421"	-0.149198	-0.0167997	0.541147	94	92	72	255
"1422"	-0.146656	-0.0171365	0.537002	109	106	85	255
