"x"	"y"	"z"	"r"	"g"	"b"	"a"
"2039"	-0.126559	-0.0601149	0.623071	105	111	104	255
"2040"	-0.240112	-0.0432253	0.499091	103	100	93	255
"2041"	-0.237425	-0.0434168	0.495939	104	102	92	255
"2042"	-0.235017	-0.0436181	0.493804	133	129	118	255
"2043"	-0.23288	-0.0438302	0.492685	95	92	78	255
"2044"	-0.220993	-0.0458119	0.505054	102	103	97	255
"2045"	-0.228558	-0.0490099	0.600616	92	93	87	255
"2046"	-0.225958	-0.0492346	0.59847	108	112	105	255
"2047"	-0.222472	-0.0516817	0.645352	103	106	102	255
"2048"	-0.220185	-0.0519554	0.645227	110	113	109	255
"2049"	-0.202062	-0.0525686	0.608179	107	111	104	255
"2050"	-0.199686	-0.0528096	0.607047	108	109	103	255
"2051"	-0.197856	-0.053115	0.60895	95	94	88	255
"2052"	-0.195837	-0.0533997	0.609841	96	95	89	255
"2053"	-0.194162	-0.0537297	0.612754	110	109	103	255
"2054"	-0.186444	-0.0532708	0.580282	108	112	105	255
"2055"	-0.175852	-0.0539762	0.566681	99	105	98	255
"2056"	-0.172334	-0.0540083	0.557475	94	98	91	255
"2057"	-0.17183	-0.0545005	0.567463	96	98	90	255
"2058"	-0.172653	-0.0552227	0.586537	96	98	88	255
"2059"	-0.174279	-0.0561081	0.611665	98	100	90	255
"2060"	-0.169846	-0.0559903	0.596399	87	90	78	255
"2061"	-0.158	-0.0564135	0.572715	104	107	95	255
"2062"	-0.158043	-0.0570993	0.588742	109	112	100	255
"2063"	-0.160112	-0.0582339	0.620905	109	112	100	255
"2064"	-0.161103	-0.0591949	0.645997	113	116	104	255
"2065"	-0.15091	-0.05847	0.60037	122	123	111	255
"2066"	-0.147509	-0.0584446	0.590168	105	106	92	255
"2067"	-0.144873	-0.0585868	0.586017	116	116	98	255
"2068"	-0.142259	-0.0587265	0.581868	96	96	78	255
"2069"	-0.129081	-0.0621131	0.623211	107	113	106	255
"2070"	-0.238711	-0.0453723	0.500017	117	114	107	255
"2071"	-0.235764	-0.0455408	0.49585	102	98	88	255
"2072"	-0.233883	-0.0457657	0.495747	98	94	83	255
"2073"	-0.230452	-0.0459003	0.48955	79	75	64	255
"2074"	-0.222415	-0.0478257	0.510142	101	105	98	255
"2075"	-0.219308	-0.0479676	0.504964	92	96	89	255
"2076"	-0.226647	-0.0514535	0.600513	93	94	88	255
"2077"	-0.223836	-0.0516522	0.597355	116	117	111	255
"2078"	-0.220454	-0.0542625	0.645244	98	101	97	255
"2079"	-0.202877	-0.0548505	0.61123	107	111	104	255
"2080"	-0.200309	-0.0550659	0.609086	96	97	91	255
"2081"	-0.198113	-0.0553288	0.608966	100	99	93	255
"2082"	-0.195917	-0.0555918	0.608846	97	96	90	255
"2083"	-0.194246	-0.0559297	0.611759	97	96	90	255
"2084"	-0.190143	-0.0559154	0.600517	141	142	138	255
"2085"	-0.17723	-0.0562665	0.57377	113	119	112	255
"2086"	-0.173213	-0.056196	0.561531	107	111	104	255
"2087"	-0.172545	-0.0566894	0.570509	110	111	105	255
"2088"	-0.173366	-0.0574641	0.589583	106	108	100	255
"2089"	-0.17484	-0.0583902	0.613701	103	105	97	255
"2090"	-0.169952	-0.0581482	0.595405	88	90	80	255
"2091"	-0.160638	-0.0583438	0.574864	85	89	81	255
"2092"	-0.158935	-0.0586853	0.577776	99	101	91	255
"2093"	-0.158835	-0.0593863	0.592793	92	95	83	255
"2094"	-0.159713	-0.0603378	0.615877	103	106	94	255
"2095"	-0.160077	-0.0612128	0.635928	119	120	108	255
"2096"	-0.1564	-0.0611474	0.62471	120	121	109	255
"2097"	-0.151166	-0.0606709	0.600386	98	99	87	255
"2098"	-0.148006	-0.0606814	0.5922	114	113	97	255
"2099"	-0.145244	-0.0607818	0.587041	118	116	98	255
"2100"	-0.131797	-0.0641795	0.625365	86	90	82	255
"2101"	-0.238096	-0.0475768	0.503992	112	109	103	255
"2102"	-0.23567	-0.0477695	0.501856	103	99	89	255
"2103"	-0.233255	-0.047961	0.49972	78	74	64	255
"2104"	-0.228805	-0.0480067	0.489461	84	82	72	255
"2105"	-0.223599	-0.0498463	0.514215	89	95	88	255
"2106"	-0.220718	-0.0499966	0.510051	98	102	95	255
"2107"	-0.224736	-0.0538974	0.600411	97	98	92	255
"2108"	-0.222358	-0.0541335	0.599279	92	93	87	255
"2109"	-0.220722	-0.0565696	0.645261	95	98	94	255
"2110"	-0.203507	-0.0571221	0.61327	109	115	108	255
"2111"	-0.20075	-0.0573062	0.610114	99	100	94	255
"2112"	-0.198552	-0.0575696	0.609994	98	99	93	255
"2113"	-0.196174	-0.0578057	0.608862	93	92	86	255
"2114"	-0.194329	-0.0581242	0.610764	115	114	108	255
"2115"	-0.190744	-0.058164	0.602555	130	131	127	255
"2116"	-0.173934	-0.0583755	0.564577	72	76	69	255
"2117"	-0.173418	-0.0589243	0.574565	99	100	94	255
"2118"	-0.17408	-0.0597215	0.592629	94	96	88	255
"2119"	-0.175402	-0.060683	0.615737	90	92	84	255
"2120"	-0.159184	-0.0608232	0.577791	98	100	90	255
"2121"	-0.158277	-0.0613699	0.586756	126	127	115	255
"2122"	-0.15878	-0.0622833	0.606814	130	131	119	255
"2123"	-0.159305	-0.0632428	0.627876	125	126	114	255
"2124"	-0.155773	-0.0631786	0.617667	120	121	107	255
"2125"	-0.151298	-0.0628379	0.599394	103	102	88	255
"2126"	-0.148259	-0.0628606	0.592216	119	116	100	255
"2127"	-0.145496	-0.0629477	0.587057	99	97	79	255
"2128"	-0.134323	-0.0661816	0.625506	93	97	90	255
"2129"	-0.239903	-0.0496163	0.510102	93	94	88	255
"2130"	-0.236939	-0.0497655	0.505933	126	127	121	255
"2131"	-0.234254	-0.0499325	0.502782	107	106	100	255
"2132"	-0.231841	-0.0501184	0.500646	63	63	55	255
"2133"	-0.226652	-0.0500712	0.487342	119	121	113	255
"2134"	-0.222367	-0.0520754	0.516152	94	98	91	255
"2135"	-0.219489	-0.0522144	0.511989	84	88	80	255
"2136"	-0.225638	-0.0561587	0.603467	104	105	99	255
"2137"	-0.222825	-0.0563415	0.600308	105	106	100	255
"2138"	-0.22099	-0.0588766	0.645277	110	114	107	255
"2139"	-0.218702	-0.0591508	0.645152	120	121	115	255
"2140"	-0.201559	-0.0596107	0.613165	101	103	93	255
"2141"	-0.199171	-0.0598454	0.612033	99	101	93	255
"2142"	-0.196967	-0.0601096	0.611912	93	93	85	255
"2143"	-0.194762	-0.0603739	0.611791	102	99	93	255
"2144"	-0.192557	-0.0606382	0.611671	111	110	104	255
"2145"	-0.174977	-0.0606358	0.569644	101	105	98	255
"2146"	-0.174136	-0.0611481	0.577611	101	102	96	255
"2147"	-0.174487	-0.0619291	0.593655	103	105	95	255
"2148"	-0.175511	-0.0628868	0.614743	101	103	93	255
"2149"	-0.161698	-0.0627411	0.578933	101	105	97	255
"2150"	-0.159294	-0.062926	0.576798	118	119	107	255
"2151"	-0.157444	-0.0632505	0.5787	116	115	101	255
"2152"	-0.156911	-0.0639315	0.590689	120	119	105	255
"2153"	-0.158137	-0.0651219	0.616797	120	119	105	255
"2154"	-0.155524	-0.0652804	0.613649	118	117	101	255
"2155"	-0.151678	-0.0650722	0.600418	115	114	100	255
"2156"	-0.148635	-0.0650765	0.593241	114	112	94	255
"2157"	-0.145868	-0.0651506	0.588081	95	93	75	255
"2158"	-0.136849	-0.0681834	0.625646	92	96	89	255
"2159"	-0.236031	-0.0519895	0.50889	124	125	119	255
"2160"	-0.233602	-0.0521721	0.506754	100	100	92	255
"2161"	-0.230929	-0.0523297	0.503603	65	67	59	255
"2162"	-0.223503	-0.0520275	0.481162	104	108	101	255
"2163"	-0.221361	-0.0543427	0.519104	108	112	104	255
"2164"	-0.223506	-0.0585833	0.60235	111	115	108	255
"2165"	-0.220702	-0.058757	0.599192	104	108	101	255
"2166"	-0.221258	-0.0611834	0.645294	88	89	83	255
"2167"	-0.219168	-0.0614883	0.646181	101	102	96	255
"2168"	-0.201633	-0.0618027	0.61217	102	107	96	255
"2169"	-0.199248	-0.0620346	0.611038	94	96	86	255
"2170"	-0.197046	-0.0622987	0.610917	94	94	86	255
"2171"	-0.19502	-0.0625958	0.611808	111	108	102	255
"2172"	-0.192815	-0.0628603	0.611687	119	118	112	255
"2173"	-0.179272	-0.0629127	0.5819	104	108	101	255
"2174"	-0.175382	-0.0627829	0.57067	99	103	96	255
"2175"	-0.174384	-0.063282	0.577626	104	106	98	255
"2176"	-0.17474	-0.0641064	0.593671	98	100	90	255
"2177"	-0.17577	-0.0651209	0.61476	94	96	86	255
"2178"	-0.162088	-0.0649185	0.579958	109	114	103	255
"2179"	-0.159265	-0.0649858	0.574795	132	133	121	255
"2180"	-0.157013	-0.0652015	0.57367	100	99	83	255
"2181"	-0.156631	-0.0659516	0.58667	117	116	100	255
"2182"	-0.157876	-0.0672112	0.612778	120	119	103	255
"2183"	-0.155528	-0.0674382	0.611648	113	112	96	255
"2184"	-0.151934	-0.0672727	0.600434	113	110	96	255
"2185"	-0.149011	-0.0672977	0.594265	102	100	82	255
"2186"	-0.14612	-0.0673189	0.588097	96	94	76	255
"2187"	-0.139162	-0.0701019	0.623772	87	91	84	255
"2188"	-0.235366	-0.054258	0.512862	129	130	124	255
"2189"	-0.232676	-0.0544096	0.50971	111	113	105	255
"2190"	-0.229751	-0.0545324	0.505543	59	61	53	255
"2191"	-0.222765	-0.0564514	0.52419	121	127	119	255
"2192"	-0.219874	-0.0565704	0.520026	109	113	105	255
"2193"	-0.220955	-0.060939	0.599208	102	106	99	255
"2194"	-0.218374	-0.0611348	0.597064	98	102	95	255
"2195"	-0.214363	-0.0611036	0.58783	132	133	127	255
"2196"	-0.219342	-0.0624994	0.623157	132	133	127	255
"2197"	-0.221526	-0.0634902	0.645311	117	118	112	255
"2198"	-0.219238	-0.0637647	0.645186	117	116	110	255
"2199"	-0.202076	-0.0640589	0.613198	99	103	95	255
"2200"	-0.199687	-0.0642886	0.612065	100	102	94	255
"2201"	-0.197662	-0.0645886	0.612956	94	96	88	255
"2202"	-0.195455	-0.0648534	0.612835	102	101	95	255
"2203"	-0.193421	-0.0651545	0.613725	114	113	107	255
"2204"	-0.188644	-0.0648735	0.59844	147	150	146	255
"2205"	-0.175948	-0.0649731	0.572706	95	99	92	255
"2206"	-0.174632	-0.0654158	0.577642	90	92	84	255
"2207"	-0.174993	-0.0662835	0.593687	94	96	86	255
"2208"	-0.175877	-0.0673162	0.613766	94	96	86	255
"2209"	-0.163045	-0.067261	0.58502	121	126	115	255
"2210"	-0.159929	-0.067236	0.577838	120	121	109	255
"2211"	-0.157805	-0.0674907	0.577722	89	91	74	255
"2212"	-0.15755	-0.0683183	0.59173	109	109	91	255
"2213"	-0.157743	-0.0693199	0.609768	118	117	101	255
"2214"	-0.155403	-0.0695434	0.608639	121	120	104	255
"2215"	-0.152315	-0.0695149	0.601459	103	102	88	255
"2216"	-0.149511	-0.0695664	0.596297	94	93	79	255
"2217"	-0.146612	-0.0695721	0.590129	88	87	73	255
"2218"	-0.143276	-0.0694026	0.579931	97	98	86	255
"2219"	-0.141571	-0.0720542	0.622905	93	94	88	255
"2220"	-0.234173	-0.0564925	0.514801	128	129	123	255
"2221"	-0.231233	-0.0566063	0.510634	111	111	103	255
"2222"	-0.228813	-0.0567772	0.508498	81	81	73	255
"2223"	-0.221733	-0.0587603	0.52714	80	86	78	255
"2224"	-0.218843	-0.0588684	0.522976	80	84	76	255
"2225"	-0.219045	-0.0633807	0.599106	110	114	106	255
"2226"	-0.216262	-0.0635357	0.595949	113	115	107	255
"2227"	-0.215328	-0.0640061	0.601907	120	122	114	255
"2228"	-0.22099	-0.0656545	0.641278	120	122	114	255
"2229"	-0.219506	-0.0660715	0.645203	108	108	100	255
"2230"	-0.217413	-0.0663825	0.64609	123	123	115	255
"2231"	-0.202334	-0.0662829	0.613214	93	97	90	255
"2232"	-0.199945	-0.06651	0.612082	93	94	88	255
"2233"	-0.19792	-0.0668128	0.612972	94	95	89	255
"2234"	-0.195713	-0.0670779	0.612851	95	94	88	255
"2235"	-0.193679	-0.0673817	0.613742	90	89	83	255
"2236"	-0.175873	-0.0670123	0.570701	87	91	84	255
"2237"	-0.174405	-0.0674272	0.574627	91	93	85	255
"2238"	-0.17509	-0.0684195	0.592692	102	104	94	255
"2239"	-0.176441	-0.0696302	0.615802	102	104	94	255
"2240"	-0.163721	-0.0695451	0.588064	119	123	115	255
"2241"	-0.160456	-0.0694593	0.579872	117	118	106	255
"2242"	-0.158736	-0.0698447	0.582783	111	112	98	255
"2243"	-0.15807	-0.070581	0.593764	110	112	95	255
"2244"	-0.15787	-0.0715002	0.608776	113	115	98	255
"2245"	-0.155532	-0.0717208	0.607646	122	121	107	255
"2246"	-0.152571	-0.0717178	0.601475	107	106	92	255
"2247"	-0.149888	-0.0718008	0.597322	96	94	83	255
"2248"	-0.147587	-0.072017	0.596194	90	88	77	255
"2249"	-0.147175	-0.0729614	0.611195	90	88	77	255
"2250"	-0.147257	-0.0741449	0.631231	99	97	86	255
"2251"	-0.14431	-0.07414	0.62506	113	111	100	255
"2252"	-0.233222	-0.0587715	0.517756	105	102	95	255
"2253"	-0.230782	-0.0589394	0.515619	118	116	106	255
"2254"	-0.228353	-0.059106	0.513483	75	75	65	255
"2255"	-0.22313	-0.060919	0.532227	86	90	82	255
"2256"	-0.220225	-0.061018	0.528061	93	95	87	255
"2257"	-0.219925	-0.0656747	0.602161	105	109	101	255
"2258"	-0.217134	-0.0658226	0.599003	94	96	88	255
"2259"	-0.215174	-0.0661206	0.599897	105	107	99	255
"2260"	-0.218238	-0.0673761	0.626106	111	111	101	255
"2261"	-0.219376	-0.0683011	0.643195	111	111	101	255
"2262"	-0.217485	-0.0686531	0.645094	116	116	106	255
"2263"	-0.202776	-0.0685469	0.614242	93	97	90	255
"2264"	-0.200567	-0.0688123	0.614121	101	102	96	255
"2265"	-0.198537	-0.0691187	0.615011	99	100	94	255
"2266"	-0.196148	-0.0693433	0.613879	103	104	98	255
"2267"	-0.193763	-0.0695674	0.612747	102	101	95	255
"2268"	-0.191212	-0.069749	0.610604	112	113	107	255
"2269"	-0.176118	-0.0691267	0.570716	102	106	99	255
"2270"	-0.17481	-0.0695961	0.575653	92	94	86	255
"2271"	-0.175498	-0.0706374	0.593718	105	107	99	255
"2272"	-0.17716	-0.0719988	0.618849	105	107	99	255
"2273"	-0.174028	-0.0720002	0.612668	76	80	72	255
"2274"	-0.16454	-0.0718906	0.592117	139	143	135	255
"2275"	-0.161123	-0.071739	0.582916	88	91	79	255
"2276"	-0.159396	-0.0721335	0.585826	98	99	85	255
"2277"	-0.158323	-0.0727617	0.59378	108	110	93	255
"2278"	-0.157996	-0.073675	0.607783	112	114	97	255
"2279"	-0.155661	-0.0738927	0.606654	115	116	102	255
"2280"	-0.152701	-0.0738733	0.600483	107	106	92	255
"2281"	-0.150513	-0.0741358	0.600363	99	98	84	255
"2282"	-0.148687	-0.074542	0.603267	92	90	79	255
"2283"	-0.149087	-0.0758672	0.625324	90	88	77	255
"2284"	-0.147177	-0.0762835	0.628224	104	102	91	255
"2285"	-0.120409	-0.0724392	0.513581	92	91	85	255
"2286"	-0.232257	-0.0610688	0.52071	98	96	86	255
"2287"	-0.229567	-0.0611962	0.517558	99	97	87	255
"2288"	-0.227137	-0.0613577	0.515421	87	85	74	255
"2289"	-0.222072	-0.0632695	0.535175	88	93	82	255
"2290"	-0.21894	-0.0633198	0.529996	93	95	87	255
"2291"	-0.218214	-0.068166	0.603071	103	107	99	255
"2292"	-0.215836	-0.0683868	0.601939	99	101	91	255
"2293"	-0.215678	-0.0690576	0.611946	111	113	103	255
"2294"	-0.218648	-0.0703957	0.638149	121	121	111	255
"2295"	-0.217556	-0.0709182	0.644099	108	108	98	255
"2296"	-0.20322	-0.0708162	0.61527	103	107	100	255
"2297"	-0.201008	-0.0710821	0.615149	91	95	87	255
"2298"	-0.198796	-0.0713481	0.615028	97	99	91	255
"2299"	-0.196761	-0.0716579	0.615918	110	112	104	255
"2300"	-0.193846	-0.0717475	0.611752	99	99	91	255
"2301"	-0.181087	-0.0717165	0.587016	103	109	102	255
"2302"	-0.176525	-0.0712869	0.571742	108	112	105	255
"2303"	-0.175057	-0.0717241	0.575668	110	112	104	255
"2304"	-0.17575	-0.0728141	0.593734	101	103	95	255
"2305"	-0.17742	-0.0742432	0.618865	101	103	95	255
"2306"	-0.175491	-0.0746053	0.620763	86	88	80	255
"2307"	-0.173489	-0.075954	0.637679	102	104	96	255
"2308"	-0.165078	-0.0741615	0.594151	122	126	118	255
"2309"	-0.161233	-0.0738411	0.581922	111	114	102	255
"2310"	-0.159646	-0.0742924	0.585841	107	110	96	255
"2311"	-0.158307	-0.0748442	0.591778	100	103	89	255
"2312"	-0.158122	-0.0758441	0.606791	100	103	89	255
"2313"	-0.15566	-0.0760093	0.604653	107	108	94	255
"2314"	-0.152956	-0.0760732	0.600499	94	93	77	255
"2315"	-0.150768	-0.0763358	0.600379	92	91	75	255
"2316"	-0.149548	-0.0770035	0.608325	93	92	78	255
"2317"	-0.14935	-0.0781351	0.62534	91	90	76	255
"2318"	-0.120541	-0.0743571	0.512589	94	93	87	255
"2319"	-0.228097	-0.0634268	0.518481	102	99	85	255
"2320"	-0.225911	-0.0636216	0.517359	96	93	79	255
"2321"	-0.223692	-0.0655184	0.541275	93	95	85	255
"2322"	-0.220543	-0.0655573	0.536095	106	108	100	255
"2323"	-0.217646	-0.0656339	0.53193	70	72	64	255
"2324"	-0.216498	-0.0706636	0.60398	87	89	79	255
"2325"	-0.214724	-0.0710129	0.605886	94	96	86	255
"2326"	-0.216524	-0.0721554	0.626016	107	109	99	255
"2327"	-0.217037	-0.0730449	0.640066	123	123	113	255
"2328"	-0.215344	-0.0734524	0.642978	109	109	99	255
"2329"	-0.201449	-0.0733572	0.616177	95	99	91	255
"2330"	-0.198873	-0.0735311	0.614033	87	89	81	255
"2331"	-0.197552	-0.0740298	0.618968	95	97	89	255
"2332"	-0.193753	-0.0738752	0.609746	108	108	98	255
"2333"	-0.191381	-0.0740926	0.608614	90	90	82	255
"2334"	-0.181172	-0.0738256	0.586021	98	104	97	255
"2335"	-0.177093	-0.0735008	0.573779	110	114	106	255
"2336"	-0.175462	-0.0739008	0.576694	101	103	95	255
"2337"	-0.176002	-0.0749907	0.59375	102	104	96	255
"2338"	-0.177987	-0.0765864	0.620901	102	104	96	255
"2339"	-0.176959	-0.0772535	0.628858	88	88	80	255
"2340"	-0.176333	-0.0780761	0.639841	100	100	92	255
"2341"	-0.174046	-0.0783509	0.639715	125	125	115	255
"2342"	-0.165616	-0.076443	0.596186	94	99	88	255
"2343"	-0.161622	-0.0760399	0.582947	107	110	96	255
"2344"	-0.159622	-0.0763482	0.583839	102	105	91	255
"2345"	-0.15802	-0.0768123	0.587758	110	113	99	255
"2346"	-0.158114	-0.0779557	0.604789	109	112	98	255
"2347"	-0.155787	-0.0781673	0.603661	108	107	91	255
"2348"	-0.153211	-0.0782729	0.600515	110	109	93	255
"2349"	-0.151023	-0.0785356	0.600395	93	92	76	255
"2350"	-0.149806	-0.0792251	0.608341	98	97	81	255
"2351"	-0.12293	-0.0762025	0.514725	88	94	87	255
"2352"	-0.120673	-0.0762694	0.511596	91	91	83	255
"2353"	-0.227591	-0.0658299	0.523463	97	94	80	255
"2354"	-0.225873	-0.0661071	0.52437	101	98	82	255
"2355"	-0.223912	-0.0663428	0.524263	87	86	70	255
"2356"	-0.222835	-0.0679565	0.545237	107	109	99	255
"2357"	-0.219913	-0.0680253	0.54107	120	122	114	255
"2358"	-0.217366	-0.0729972	0.607035	98	102	95	255
"2359"	-0.214575	-0.0731211	0.603877	109	111	103	255
"2360"	-0.214391	-0.0738502	0.613883	110	110	100	255
"2361"	-0.215335	-0.0748677	0.62996	122	122	112	255
"2362"	-0.215416	-0.0757063	0.641983	118	118	108	255
"2363"	-0.201524	-0.0755402	0.615181	108	112	104	255
"2364"	-0.19895	-0.0757086	0.613037	99	104	93	255
"2365"	-0.197633	-0.0762206	0.617973	97	101	93	255
"2366"	-0.19436	-0.0761903	0.611784	111	111	101	255
"2367"	-0.191982	-0.0764058	0.610653	114	114	104	255
"2368"	-0.18876	-0.0763695	0.604467	132	133	127	255
"2369"	-0.182892	-0.0755204	0.582111	91	92	86	255
"2370"	-0.181586	-0.0760309	0.587047	117	121	114	255
"2371"	-0.177501	-0.0756742	0.574805	108	110	102	255
"2372"	-0.175709	-0.0760312	0.57671	102	102	94	255
"2373"	-0.176254	-0.0771672	0.593766	105	105	97	255
"2374"	-0.179017	-0.0790968	0.625968	105	105	97	255
"2375"	-0.177827	-0.0797347	0.632914	94	92	82	255
"2376"	-0.176748	-0.08043	0.640867	93	91	81	255
"2377"	-0.174166	-0.080599	0.638723	117	115	105	255
"2378"	-0.166155	-0.0787352	0.598221	108	113	102	255
"2379"	-0.16173	-0.0781364	0.581953	99	102	88	255
"2380"	-0.15932	-0.0782849	0.579818	102	106	89	255
"2381"	-0.157595	-0.0787042	0.582729	111	113	96	255
"2382"	-0.155913	-0.0803198	0.602668	120	118	100	255
"2383"	-0.153466	-0.0804725	0.600531	108	106	88	255
"2384"	-0.151154	-0.0806796	0.599403	99	98	82	255
"2385"	-0.147265	-0.0801575	0.585168	108	109	95	255
"2386"	-0.122558	-0.0778244	0.508697	113	117	110	255
"2387"	-0.227541	-0.0683524	0.530473	93	92	78	255
"2388"	-0.225564	-0.0685902	0.530364	89	88	74	255
"2389"	-0.223822	-0.0688732	0.531271	77	76	62	255
"2390"	-0.22277	-0.0692935	0.535219	92	93	81	255
"2391"	-0.223071	-0.0699915	0.545252	102	102	92	255
"2392"	-0.22128	-0.0702805	0.546155	98	98	90	255
"2393"	-0.219035	-0.0704772	0.545031	101	100	94	255
"2394"	-0.215233	-0.0754147	0.605919	102	104	96	255
"2395"	-0.213649	-0.0758258	0.608836	111	111	101	255
"2396"	-0.213626	-0.0766365	0.619853	113	113	103	255
"2397"	-0.214126	-0.0776045	0.633902	132	130	120	255
"2398"	-0.212059	-0.0779269	0.63479	132	132	122	255
"2399"	-0.204553	-0.0776557	0.618354	116	120	112	255
"2400"	-0.201965	-0.0778204	0.616209	91	95	87	255
"2401"	-0.199207	-0.0779322	0.613054	95	99	91	255
"2402"	-0.197535	-0.0783539	0.615967	99	103	95	255
"2403"	-0.194793	-0.0784638	0.612812	122	124	114	255
"2404"	-0.192412	-0.078677	0.61168	108	110	102	255
"2405"	-0.189525	-0.0787309	0.607515	108	109	103	255
"2406"	-0.189006	-0.0795278	0.617503	131	132	126	255
"2407"	-0.182166	-0.078295	0.589084	98	99	93	255
"2408"	-0.178233	-0.0779606	0.577851	120	121	115	255
"2409"	-0.176274	-0.0782699	0.578746	115	115	107	255
"2410"	-0.177134	-0.0795617	0.597823	112	112	104	255
"2411"	-0.18005	-0.081634	0.631034	112	112	104	255
"2412"	-0.178546	-0.0821822	0.63596	88	85	78	255
"2413"	-0.177014	-0.0827336	0.640884	80	78	68	255
"2414"	-0.173994	-0.0827299	0.635711	121	121	113	255
"2415"	-0.166696	-0.081038	0.600256	111	115	107	255
"2416"	-0.16212	-0.0803403	0.582978	112	115	101	255
"2417"	-0.159844	-0.0805406	0.581852	121	123	106	255
"2418"	-0.158115	-0.0809688	0.584762	114	116	98	255
"2419"	-0.159423	-0.0827205	0.610875	111	111	93	255
"2420"	-0.156428	-0.08264	0.604701	110	108	90	255
"2421"	-0.153721	-0.0826718	0.600547	108	106	88	255
"2422"	-0.151035	-0.0827011	0.596393	105	104	88	255
"2423"	-0.12525	-0.0798528	0.513854	95	99	91	255
"2424"	-0.122685	-0.0797204	0.507704	109	111	103	255
"2425"	-0.22722	-0.0708697	0.536467	90	91	79	255
"2426"	-0.224992	-0.0710617	0.535343	70	68	58	255
"2427"	-0.223002	-0.0713013	0.535234	71	67	57	255
"2428"	-0.222159	-0.0717837	0.540196	70	68	58	255
"2429"	-0.222196	-0.0724648	0.549212	104	102	92	255
"2430"	-0.221064	-0.0729059	0.553156	118	118	110	255
"2431"	-0.218582	-0.0730524	0.551017	91	91	81	255
"2432"	-0.213105	-0.0778264	0.604802	81	81	73	255
"2433"	-0.2127	-0.0785608	0.613795	108	108	98	255
"2434"	-0.212442	-0.0793538	0.623796	124	122	112	255
"2435"	-0.212899	-0.0803656	0.637843	138	136	126	255
"2436"	-0.21006	-0.080479	0.634683	137	137	129	255
"2437"	-0.205184	-0.0799998	0.620394	107	109	101	255
"2438"	-0.202407	-0.0801058	0.617237	97	99	91	255
"2439"	-0.199646	-0.08021	0.614081	98	100	92	255
"2440"	-0.197793	-0.0805856	0.615983	92	94	86	255
"2441"	-0.195226	-0.0807425	0.613839	106	108	100	255
"2442"	-0.192495	-0.0808429	0.610685	98	100	92	255
"2443"	-0.18961	-0.0808858	0.606521	121	122	116	255
"2444"	-0.188089	-0.0813737	0.610444	128	129	123	255
"2445"	-0.182746	-0.0805698	0.591121	106	107	101	255
"2446"	-0.178642	-0.0801499	0.578877	87	88	82	255
"2447"	-0.176681	-0.0804623	0.579772	113	112	106	255
"2448"	-0.177386	-0.0817486	0.597839	112	111	105	255
"2449"	-0.180467	-0.0839677	0.632061	112	111	105	255
"2450"	-0.17881	-0.084472	0.635977	88	85	79	255
"2451"	-0.176982	-0.0849206	0.638881	110	107	100	255
"2452"	-0.173234	-0.0846102	0.62866	113	112	106	255
"2453"	-0.166375	-0.0829983	0.596234	95	99	91	255
"2454"	-0.162368	-0.0824902	0.582994	109	111	94	255
"2455"	-0.160369	-0.082807	0.583886	123	123	105	255
"2456"	-0.159315	-0.0835432	0.591841	117	115	97	255
"2457"	-0.159414	-0.0848261	0.608873	113	111	93	255
"2458"	-0.156554	-0.0847894	0.603709	102	99	78	255
"2459"	-0.153848	-0.0848102	0.599554	96	93	73	255
"2460"	-0.151163	-0.0848285	0.595401	106	104	86	255
"2461"	-0.125582	-0.0818871	0.514875	91	91	83	255
"2462"	-0.224164	-0.0735127	0.539306	97	94	87	255
"2463"	-0.222162	-0.0737538	0.539196	85	83	73	255
"2464"	-0.221524	-0.0743043	0.545171	76	74	64	255
"2465"	-0.221077	-0.0749106	0.552157	126	124	114	255
"2466"	-0.220149	-0.075417	0.557114	118	119	107	255
"2467"	-0.218099	-0.0756641	0.557002	83	86	74	255
"2468"	-0.213759	-0.080134	0.606844	106	108	100	255
"2469"	-0.212364	-0.0806179	0.610774	91	91	83	255
"2470"	-0.211337	-0.0812154	0.616727	104	101	94	255
"2471"	-0.211047	-0.0820398	0.626727	121	118	111	255
"2472"	-0.209375	-0.0824781	0.62964	139	139	131	255
"2473"	-0.206378	-0.0825237	0.625469	90	92	84	255
"2474"	-0.203218	-0.0825099	0.620288	111	111	101	255
"2475"	-0.200448	-0.0826071	0.617132	100	102	92	255
"2476"	-0.197335	-0.0825876	0.611954	88	90	80	255
"2477"	-0.192578	-0.0830032	0.60969	104	106	98	255
"2478"	-0.190207	-0.0832101	0.608559	108	109	103	255
"2479"	-0.187336	-0.0832404	0.604395	140	141	135	255
"2480"	-0.182996	-0.0827373	0.591137	101	102	96	255
"2481"	-0.179052	-0.0823444	0.579903	97	98	92	255
"2482"	-0.177088	-0.08266	0.580798	104	103	97	255
"2483"	-0.178584	-0.0842951	0.603916	102	101	95	255
"2484"	-0.180576	-0.0861862	0.631068	100	97	91	255
"2485"	-0.178923	-0.086701	0.634983	87	84	78	255
"2486"	-0.176202	-0.0867921	0.63183	116	113	106	255
"2487"	-0.166916	-0.0853061	0.598269	105	107	97	255
"2488"	-0.163183	-0.0848875	0.587047	121	123	106	255
"2489"	-0.161035	-0.0851462	0.586929	132	132	114	255
"2490"	-0.16011	-0.0859677	0.595893	124	122	102	255
